-1.915643,2.155877,0.912894,-1.115531,0,1,0,0
1.412840,-7.250147,-1.440854,7.492136,0,1,0,0
-1.781502,-0.979481,-1.136375,3.983028,0,1,0,0
-4.250498,4.212856,-0.740371,0.779344,0,1,0,0
-1.014064,-4.843116,-3.281091,9.335271,0,1,0,0
-6.040971,1.691936,2.191346,2.200036,0,1,0,0
-3.853414,1.982886,-1.511524,3.439006,0,1,0,0
-6.106268,3.898747,0.136566,2.097629,0,1,0,0
-2.815732,1.904154,-0.776880,1.718571,0,1,0,0
-1.961335,1.422581,-0.841370,1.421514,0,1,0,0
-5.521992,2.267748,-3.009478,6.341787,0,1,0,0
0.224588,-7.303959,0.858904,6.371300,0,1,0,0
-4.423604,-2.162472,0.385375,6.293128,0,1,0,0
-5.527056,2.602085,0.235376,2.743890,0,1,0,0
0.123581,-4.789407,-0.767422,5.568127,0,1,0,0
-3.748606,1.406597,1.828066,0.549592,0,1,0,0
-1.007478,-1.567921,-0.579107,3.256532,0,1,0,0
-5.928952,3.690744,0.847351,1.404438,0,1,0,0
0.122534,-0.514088,-1.965719,2.437156,0,1,0,0
-3.674472,1.007416,-0.873968,3.612022,0,1,0,0
0.233457,-4.318569,1.180025,3.021861,0,1,0,0
1.493479,-3.369721,0.930808,1.050506,0,1,0,0
-3.239549,0.793463,-1.214465,3.736297,0,1,0,0
-8.220750,7.332177,-0.183965,1.029781,0,1,0,0
-7.406384,6.728109,-0.205980,0.878161,0,1,0,0
-3.207751,2.393055,-1.117267,1.969198,0,1,0,0
-11.006547,4.402161,-0.416420,7.102799,0,1,0,0
-3.971684,3.480015,-1.104553,1.616891,0,1,0,0
-5.343241,3.683066,-0.207000,1.896232,0,1,0,0
-11.194913,6.165210,-1.305571,6.383892,0,1,0,0
-5.828639,4.390719,-0.689283,2.135097,0,1,0,0
-7.473240,6.002972,0.035453,1.425870,0,1,0,0
-3.553835,1.658438,-0.635327,2.601486,0,1,0,0
-2.696908,0.945085,-0.861423,2.674887,0,1,0,0
-2.923826,1.929921,-0.978674,2.009217,0,1,0,0
-1.455073,1.182306,-0.773844,1.074725,0,1,0,0
-5.931844,5.515353,-0.891226,1.319459,0,1,0,0
-3.062398,1.078089,1.223835,0.814825,0,1,0,0
-3.218529,2.926049,-1.000235,1.311640,0,1,0,0
0.211289,0.676660,-0.106739,-0.745614,0,1,0,0
-4.020483,1.052301,-1.659961,4.705225,0,1,0,0
-4.745426,4.334413,-0.331168,0.750856,0,1,0,0
-4.802783,4.213189,0.495229,0.095553,0,1,0,0
-5.903249,2.299199,-0.576344,4.245768,0,1,0,0
-7.992423,6.632658,0.979175,0.371994,0,1,0,0
-4.522927,3.457257,-0.775482,1.867579,0,1,0,0
-2.301614,-1.465454,0.397542,3.484688,0,1,0,0
-2.097377,-2.171890,-1.297051,5.689605,0,1,0,0
-0.751612,0.387939,0.000569,0.413922,0,1,0,0
-2.690565,2.858263,-0.500334,0.350388,0,1,0,0
-5.892733,3.441667,-0.211888,2.701952,0,1,0,0
-1.595178,-3.492930,-0.208536,5.436118,0,1,0,0
-0.999279,0.224160,0.317708,0.507646,0,1,0,0
-8.538268,3.191569,1.927684,3.468112,0,1,0,0
-7.350414,4.838058,2.769053,-0.251337,0,1,0,0
-6.749349,3.270724,2.061059,1.421216,0,1,0,0
-2.623111,1.338937,-2.342187,3.702253,0,1,0,0
-8.014938,5.602117,-0.454207,2.895842,0,1,0,0
-1.861790,-1.702860,-1.557052,5.228134,0,1,0,0
-1.372710,2.142463,-0.923819,0.193786,0,1,0,0
-0.310238,0.055182,-2.427760,2.752520,0,1,0,0
-3.387157,-1.119765,-1.274081,5.924761,0,1,0,0
-5.971818,4.612031,0.151355,1.234220,0,1,0,0
-3.249628,2.230619,-0.832087,1.881792,0,1,0,0
-8.285275,1.317997,3.769977,3.249833,0,1,0,0
-5.238995,4.614231,-0.380439,1.011265,0,1,0,0
-4.002404,3.122199,-1.525640,2.465561,0,1,0,0
1.727781,-2.074617,-1.061267,1.487910,0,1,0,0
-7.718839,5.679964,1.458257,0.555305,0,1,0,0
-7.410325,4.994845,1.917467,0.499692,0,1,0,0
-0.862672,-2.931828,-0.658805,4.546849,0,1,0,0
-8.275276,7.023887,-0.557490,1.794060,0,1,0,0
-9.621584,7.166081,0.542454,1.921750,0,1,0,0
-2.568575,0.837953,0.372978,1.411642,0,1,0,0
-0.419324,-0.229125,0.438701,0.256889,0,1,0,0
-3.820407,1.186769,-1.401197,4.104374,0,1,0,0
-2.971947,1.945008,1.253986,-0.201532,0,1,0,0
-6.462540,6.037879,-0.355277,0.768061,0,1,0,0
-1.555602,1.144779,-0.497840,0.970885,0,1,0,0
-3.952645,3.931073,-0.871986,0.911665,0,1,0,0
-9.815542,8.599324,-0.026965,1.218388,0,1,0,0
-4.018270,-0.655386,-0.771119,5.555508,0,1,0,0
-5.507080,0.057509,0.614742,4.937749,0,1,0,0
-4.205475,1.705794,-1.302707,3.863203,0,1,0,0
-8.459295,4.800302,0.617674,3.067001,0,1,0,0
-7.937782,5.717125,0.209350,2.010651,0,1,0,0
-6.184007,5.500168,0.876929,-0.202658,0,1,0,0
-4.440921,1.773204,-0.788896,3.525500,0,1,0,0
-7.057270,3.547699,-0.355732,3.916363,0,1,0,0
-5.919338,2.719715,-0.566291,3.798370,0,1,0,0
1.181837,-3.586454,-2.430583,4.971997,0,1,0,0
-1.125857,0.225992,-0.613483,1.561278,0,1,0,0
-5.648164,2.829117,0.416342,2.457174,0,1,0,0
-2.663852,2.570014,-0.144829,0.259487,0,1,0,0
-6.595378,1.791239,0.064083,4.823280,0,1,0,0
-4.906538,2.800416,-1.340209,3.498971,0,1,0,0
-9.936064,6.164025,1.119185,2.656132,0,1,0,0
-4.229678,-0.872030,2.928075,2.231940,0,1,0,0
-5.450391,3.556859,-1.344872,3.277193,0,1,0,0
-7.181901,6.523538,0.396611,0.246320,0,1,0,0
-6.167809,2.494058,-0.027287,3.745895,0,1,0,0
-2.086910,0.553596,0.157529,1.431473,0,1,0,0
0.933939,-4.357914,-0.950449,4.500494,0,1,0,0
-4.868274,4.056243,1.399893,-0.578757,0,1,0,0
-7.009511,6.427539,-0.072453,0.634247,0,1,0,0
-7.858464,2.430035,2.541043,2.954262,0,1,0,0
2.384772,-2.240570,-2.269997,2.204926,0,1,0,0
-5.486917,2.261389,1.594846,1.659437,0,1,0,0
-2.780014,1.009658,0.510897,1.276945,0,1,0,0
-5.398465,2.837666,1.319964,1.272088,0,1,0,0
-6.818741,2.147563,0.901137,3.835223,0,1,0,0
-5.201192,2.896184,2.089416,0.244307,0,1,0,0
0.598338,-1.418019,-1.716453,2.626159,0,1,0,0
-5.004429,-0.141352,-1.862125,7.123404,0,1,0,0
0.684791,-7.781450,-2.580438,9.875165,0,1,0,0
-6.548890,3.556845,0.499461,2.530829,0,1,0,0
-4.756361,0.755568,3.168281,0.876535,0,1,0,0
-2.435472,1.953974,-0.893968,1.410815,0,1,0,0
-5.932433,2.574119,-0.387657,3.804780,0,1,0,0
-2.995500,-9.246721,7.150161,5.286072,0,1,0,0
-8.551452,4.804066,3.498807,0.248575,0,1,0,0
-4.479259,3.269337,-0.999691,2.258468,0,1,0,0
-1.901945,-1.331556,-1.975288,5.313732,0,1,0,0
-6.305433,2.705428,2.223955,1.407249,0,1,0,0
-6.501935,2.802717,1.153174,2.576901,0,1,0,0
-3.749169,-3.885743,-1.463518,9.261458,0,1,0,0
-1.503432,-2.218375,2.161818,1.636550,0,1,0,0
-9.993274,6.661345,0.404715,2.931067,0,1,0,0
-7.745909,7.069749,0.164581,0.490882,0,1,0,0
-5.628935,3.438396,0.162185,2.064631,0,1,0,0
-6.204683,4.388325,1.031019,0.785033,0,1,0,0
-5.130051,1.468898,0.475640,3.255442,0,1,0,0
-2.752998,-3.219288,2.360318,3.719800,0,1,0,0
-3.934260,2.989223,-0.510029,1.482470,0,1,0,0
-6.841774,5.062302,0.992601,0.799667,0,1,0,0
-11.201392,6.466235,2.434320,2.310422,0,1,0,0
-2.449859,1.913668,-0.808887,1.399207,0,1,0,0
-3.577324,3.036357,-1.292991,1.850546,0,1,0,0
-1.357292,1.741122,-0.448459,0.109785,0,1,0,0
-4.200707,1.237953,-0.337363,3.371721,0,1,0,0
-4.531781,2.582352,0.655899,1.338421,0,1,0,0
-5.392107,1.775063,0.019268,3.666144,0,1,0,0
